,age,entId,eventContent,eventEndDate,eventEndTime,eventNm,eventStartDate,eventTime,fee,hoseInstitution,latitude,longitude,managementDept,note,phoneNum,place,rateInfo,roadNameAddress
199,어린이(6세 이상),420740,천전리암각화 문양에코백 만들기,2020-09-29,11:00,어린이 체험 프로그램<꼬꼬마 에코백 디자이너: 천전리암각화편>,2020-09-29,10:00,,암각화박물관,35.6080607234,129.1705538883,암각화박물관,매월 마지막주 수요일,052-229-4792,암각화박물관 상설전시실 2층,무료,울산광역시 울주군 두동면 반구대안길 254
200,누구나,420739,대곡천 답사(천전리각석 또는 반구대암각화),2020-09-23,12:00,흘리고 홀리고 살리고(대곡천 답사),2020-09-09,10:00,,암각화박물관,35.6080607234,129.1705538883,암각화박물관,매주 수요일(마지막주 수요일 제외),052-229-4792,암각화박물관 및 대곡천 일대,무료,울산광역시 울주군 두동면 반구대안길 254
201,전체,420738,울산예술지원 선정자 전시,2020-09-27,18:00,말을 빚는 도서관,2020-09-21,10:00,,박미경,35.5561915,129.3221142,박미경,,052-259-7952,아트스페이스 그루,무료,울산광역시 중구 중앙길 158
202,전체,420737,울산예술지원 선정자 전시,2020-09-19,18:00,한효정 개인전 - 꿈을 새기다 전 -,2020-09-06,10:00,,한효정,35.5561915,129.3221142,한효정,,052-259-7952,아트스페이스 그루,무료,울산광역시 중구 중앙길 158
203,,420736,2020 울산예술지원사업,2020-09-04,18:00,말을 빚는 도서관,2020-08-29,10:00,,박미경,35.5561915,129.3221142,박미경,,052-259-7952,아트스페이스 그루,무료,울산광역시 중구 중앙길 158
204,성인,420735,이론강의,2020-09-12,18:00,울산 지역문화전문인력 양성과정,2020-09-12,09:00,,울산문화재단,35.5381213100,129.3043745328,울산문화재단,상시(비대면 방식),052-259-7913,아르코공연연습센터,무료,울산광역시 남구 거마로134번길 20
205,성인,420734,이론강의,2020-09-05,18:00,울산 지역문화전문인력 양성과정,2020-09-05,09:00,,울산문화재단,35.5381213100,129.3043745328,울산문화재단,상시(비대면 방식),052-259-7913,아르코공연연습센터,무료,울산광역시 남구 거마로134번길 20
206,,420733,찾아가는 역사교육,2020-12-18,10:10,찾아가는 박물관교실,2020-05-25,08:40,,울산박물관,35.527139,129.308691,울산박물관,,052-229-4722,신청 학급,무료,울산광역시 남구 두왕로 277
207,,420732,여행이 우리에게 안겨주는 것,2020-09-10,15:30,2020년 여행특화프로그램,2020-08-20,14:00,,신복도서관,35.55136637,129.2553298,신복도서관,,052-226-2362,신복도서관 2층 시청각실,무료,울산광역시 남구 신복로72번길 18-13
208,일반,420731,스마트도서관 도서대출 이용자에게 선물증정,2020-09-30,00:00,나는야 생활 속 스마트 이용자,2020-09-01,00:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,소진시까지,052-241-2381,스마트도서관,무료,울산광역시 동구 봉수로 505
209,성인,420730,음악,2020-09-27,22:00,[대관공연] 2020 에이팜(아시아퍼시픽 뮤직미팅),2020-09-27,15:40,,(재)울산문화재단,35.5428968602,129.3270732746,(재)울산문화재단,객석띄어앉기,052-270-9302,소공연장,무료,울산광역시 남구 번영로 200
210,성인,420729,음악,2020-09-26,22:00,[대관공연] 2020 에이팜(아시아퍼시픽 뮤직미팅),2020-09-26,19:00,,(재)울산문화재단,35.5428968602,129.3270732746,(재)울산문화재단,객석띄어앉기,052-270-9302,소공연장,무료,울산광역시 남구 번영로 200
211,성인,420728,음악,2020-09-25,22:00,[대관공연] 2020 에이팜(아시아퍼시픽 뮤직미팅),2020-09-25,19:40,,(재)울산문화재단,35.5428968602,129.3270732746,(재)울산문화재단,객석띄어앉기,052-270-9302,소공연장,무료,울산광역시 남구 번영로 200
212,성인,420727,클래식,2020-09-22,21:00,[대관공연] 제4회 비방앙상블 정기연주회,2020-09-22,19:30,,비바앙상블,35.5428968602,129.3270732746,비바앙상블,객석띄어앉기,,소공연장,무료,울산광역시 남구 번영로 200
213,전체,420726,울산예술지원 선정자 전시,2020-09-25,18:00,자연공감전,2020-09-05,10:00,,이선애,35.4582341229,129.1787183434,이선애,,052-259-7952,선갤러리문화관,무료,울산광역시 울주군 웅촌면 정주권로 338
214,전체,420725,울산예술지원 선정단체 공연(전통),2020-09-18,20:30,"음악에 미치고, 소리에 미치고, 춤사위에 미친 전통연희 큰마당 不廣不及(불광불급) 2",2020-09-18,19:00,,풍물예술단 버슴새,35.56120571,129.1313615,풍물예술단 버슴새,,052-259-7951,서울주문화센터,무료,울산광역시 울주군 언양읍 언양로 40-7
215,,420724,2020 공연장상주단체 육성지원사업,2020-11-20,20:30,버슴새의 점입가경(漸入佳境) 프로젝트(Project) <시즈널(四季)>,2020-08-21,19:00,,풍물예술단 버슴새,35.56120571,129.1313615,풍물예술단 버슴새,,052-259-7951,서울주문화센터,유료,울산광역시 울주군 언양읍 언양로 40-7
216,비문해성인,420723,초등학력인정 문자해득프로그램 2기 3단계,2021-02-26,11:30,초등학력인정 문자해득교육 프로그램,2020-06-09,9:30,,울주도서관,35.570339,129.125873,울주도서관,"매주 화,목,금",052-255-8171,서부종합사회복지관,무료,울산광역시 울주군 언양읍 읍성로 169
217,,420722,초등학력인정 문자해득프로그램 2기 3단계,2020-12-31,11:30,초등학력인정 문자해득교육 프로그램,2020-05-12,09:30,,서부종합사회복지관,35.570339,129.125873,서부종합사회복지관,,,서부종합사회복지관,무료,울산광역시 울주군 언양읍 읍성로 169
218,전체,420721,2020 우리가락 우리마당,2020-09-20,19:00,우리가락 우리마당 '소풍날',2020-09-12,18:00,,울산국악협회,35.5428968602,129.3270732746,울산국악협회,,052-259-7952,삼호교 야외상설무대,무료,울산광역시 남구 번영로 200(달동)
219,아동,420720,체험,2020-09-30,18:00,토요 어린이 체험학습,2020-09-01,08:00,,대곡박물관,35.5428968602,129.3270732746,대곡박물관,마감 시 조기종료,052-229-4781,비대면 체험(자택으로 교구재 발송),무료,울산광역시 남구 번영로 200(달동)
220,전체,420719,울산예술지원 선정자 전시,2020-09-18,18:00,井(우물) 사진전,2020-09-13,10:00,,이순남,35.5428968602,129.3270732746,이순남,,052-259-7952,북구문화예술회관,무료,울산광역시 남구 번영로 200(달동)
221,전체,420718,울산예술지원 선정단체 공연(음악),2020-09-12,19:30,오페라 극장<마술피리>,2020-09-12,18:30,,울산오페라단,35.5428968602,129.3270732746,울산오페라단,,052-259-7951,북구문화예술회관,무료,울산광역시 남구 번영로 200(달동)
222,전체,420717,울산예술지원 선정단체 전시,2020-09-29,18:00,"울산한국화회 30주년 기획 전시 '울산.제주.영남,한국화 동행전'",2020-09-25,10:00,,울산한국화회,35.5428968602,129.3270732746,울산한국화회,,052-259-7952,문화예술회관 4전시장,무료,울산광역시 남구 번영로 200(달동)
223,누구나,420716,팝업북 도서 전시회,2020-09-29,18:00,"독서의 달 행사'나의 울림, 세계의 열림, 함께 어울림'",2020-09-01,08:00,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,매일,052-241-7460,명촌어린이도서관영유아자료실,무료,울산광역시 북구 명촌12길 11(명촌동)
224,아동,420715,"떨림과 울림, 물새소리피리 만들기",2020-09-17,17:50,"독서의 달 행사'나의 울림, 세계의 열림, 함께 어울림'",2020-09-17,16:30,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,1일 특강,052-241-7460,명촌어린이도서관동아리실,무료,울산광역시 북구 명촌12길 11(명촌동)
225,누구나,420714,나눔행사쉬링크 아트 열쇠고리 배부,2020-09-12,18:00,"독서의 달 행사'나의 울림, 세계의 열림, 함께 어울림'",2020-09-12,13:00,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,마감 시 조기종료,052-241-7460,명촌어린이도서관동아리실,무료,울산광역시 북구 명촌12길 11(명촌동)
226,성인,420713,"힐링, 마음을 나누는 미술심리",2020-09-10,12:00,"독서의 달 행사'나의 울림, 세계의 열림, 함께 어울림'",2020-09-10,10:00,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,1일 특강,052-241-7460,명촌어린이도서관동아리실,무료,울산광역시 북구 명촌12길 11(명촌동)
227,아동,420712,"어울림, 북구의 책으로 만들다",2020-09-06,16:00,"독서의 달 행사'나의 울림, 세계의 열림, 함께 어울림'",2020-09-06,14:00,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,1일 특강,052-241-7460,명촌어린이도서관동아리실,무료,울산광역시 북구 명촌12길 11(명촌동)
228,아동,420711,하브루타 독서수업,2020-09-25,17:20,여름학기 교육문화프로그램,2020-07-24,16:30,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,매주 금,052-241-7460,명촌어린이도서관동아리실,무료,울산광역시 북구 명촌12길 11(명촌동)
229,아동,420710,상사나라 종이마을,2020-09-23,17:20,여름학기 교육문화프로그램,2020-07-22,16:30,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,매주 수,052-241-7460,명촌어린이도서관동아리실,무료,울산광역시 북구 명촌12길 11(명촌동)
230,성인,420709,그림책 영어,2020-09-22,11:20,여름학기 교육문화프로그램,2020-07-21,10:30,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,매주 화,052-241-7460,명촌어린이도서관동아리실,무료,울산광역시 북구 명촌12길 11(명촌동)
231,아동,420708,클레이와 토탈공예,2020-09-22,18:00,여름학기 교육문화프로그램,2020-07-21,16:30,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,매주 화,052-241-7460,명촌어린이도서관동아리실,무료,울산광역시 북구 명촌12길 11(명촌동)
232,누구나,420707,과년호 잡지 나눔,2020-09-12,14:00,"독서의 달 행사'나의 울림, 세계의 열림, 함께 어울림'",2020-09-12,13:00,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,,052-241-7460,명촌문화센터1층 로비,무료,울산광역시 북구 명촌12길 11(명촌동)
233,가족,420706,"너는 소리, 그림책 콘서트'신유미 작가와의 만남",2020-09-26,15:30,인문학 강좌,2020-09-26,14:00,,명촌어린이도서관,35.5551407029,129.3553517675,명촌어린이도서관,1일 특강,052-241-7460,명촌문화센터 대회의실,무료,울산광역시 북구 명촌12길 11(명촌동)
234,초등 1~3학년,420705,도자기 페인팅 체험 내 손으로 만드는 내그릇,2020-09-13,12:00,독서의 달 프로그램,2020-09-13,10:00,,매곡도서관,35.6465055798,129.3588976969,매곡도서관,일,052-241-7470,매곡도서관3층 다목적실,무료,"울산광역시 북구 매곡로 138-19(매곡동,795-35번지)"
235,초등 1~6학년,420704,클레이와 토탈공예,2020-09-26,12:00,여름학기 교육문화프로그램,2020-09-12,10:30,수강료 무료,매곡도서관,35.6465055798,129.3588976969,매곡도서관,매주 토,052-241-7470,매곡도서관3층 다목적실,무료,"울산광역시 북구 매곡로 138-19(매곡동,795-35번지)"
236,성인,420703,생활 속 talk 영어회화,2020-09-24,12:00,여름학기 교육문화프로그램,2020-09-10,10:30,수강료 무료,매곡도서관,35.6465055798,129.3588976969,매곡도서관,매주 목,052-241-7470,매곡도서관3층 다목적실,유료,"울산광역시 북구 매곡로 138-19(매곡동,795-35번지)"
237,초등 1~6학년,420702,조물조물 한국사 만들기,2020-09-23,17:30,여름학기 교육문화프로그램,2020-09-09,16:20,수강료 무료,매곡도서관,35.6465055798,129.3588976969,매곡도서관,매주 수,052-241-7470,매곡도서관3층 다목적실,유료,"울산광역시 북구 매곡로 138-19(매곡동,795-35번지)"
238,성인,420701,어반스케치,2020-09-23,12:00,여름학기 교육문화프로그램,2020-09-09,10:30,수강료 무료,매곡도서관,35.6465055798,129.3588976969,매곡도서관,매주 수,052-241-7470,매곡도서관3층 다목적실,유료,"울산광역시 북구 매곡로 138-19(매곡동,795-35번지)"
239,"유아 6~7세,초등 1~3학년",420700,북스타트 보물상자+책날개 꾸러미 배부,2020-09-30,18:00,독서의 달 프로그램,2020-09-05,11:00,,매곡도서관,35.6465055798,129.3588976969,매곡도서관,"매일, 마감 시 조기 종료",052-241-7470,매곡도서관1층 어린이자료실,무료,"울산광역시 북구 매곡로 138-19(매곡동,795-35번지)"
240,누구나,420699,"[밥,춤] 원화 전시",2020-09-24,18:00,램프갤러리 그림책 원화 전시,2020-09-08,09:00,,매곡도서관,35.6465055798,129.3588976969,매곡도서관,매일,052-241-7470,매곡도서관 자료실 램프갤러리,무료,"울산광역시 북구 매곡로 138-19(매곡동,795-35번지)"
241,성인,420698,나를 알아가는 커피와 타로 이야기,2020-09-08,12:00,독서의 달 프로그램,2020-09-08,10:00,,매곡도서관,35.6465055798,129.3588976969,매곡도서관,화,052-241-7470,매곡도서관 3층 다목적실,무료,"울산광역시 북구 매곡로 138-19(매곡동,795-35번지)"
242,가족,420697,올해의 책 속 인상깊은 문장을 홈페이지에 추천하는 이용자에게 선물증정(선착순 50명),2020-09-30,00:00,[온라인] 슬기로운 문장수집 생활- 올해의 책 속 한 줄 발견,2020-09-11,00:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,온라인 운영,052-241-2384,동부도서관(홈페이지),무료,울산광역시 동구 봉수로 505
243,가족,420696,어린이 주제도서전시(※주제: 풍성한 가을이 왔어요/우리 우리 추석에는),2020-09-29,00:00,[온라인] 도서관 속 북큐레이션,2020-09-01,00:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,온라인 운영,052-241-2361,동부도서관(홈페이지),무료,울산광역시 동구 봉수로 505
244,아동,420695,다양한 주제의 키워드 도서 빙고판 완성하면 선물증정(선착순 100명),2020-09-29,00:00,[온라인] 도전 책빙고,2020-09-01,00:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,온라인 운영,052-241-2631,동부도서관(홈페이지),무료,울산광역시 동구 봉수로 505
245,일반,420694,책 제목 십자말 퍼즐 풀고 응모,2020-09-20,00:00,[온라인] 가로 세로 책 제목을 찾아라,2020-09-01,00:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,온라인 운영,052-241-2381,동부도서관(홈페이지),무료,울산광역시 동구 봉수로 505
246,가족,420693,[아주 아주 센 모기약이 발명된다면] 그림책 원화전시,2020-09-25,00:00,[온라인] 주제가 있는 전시회,2020-09-01,00:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,온라인 운영,052-241-2342,동부도서관(홈페이지 온라인 전시),무료,울산광역시 동구 봉수로 505
247,"장애인,일반인",420692,"장애인,일반인 대상 독서토론모임『당신이 옳다』 을 읽고 독서토론",2020-09-12,16:00,어울림독서회,2020-09-12,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,두번째 토,052-241-2371,동부도서관(평생교육강좌실2),무료,울산광역시 동구 봉수로 505
248,일반,420691,팝아트로 만나는 초상화,2020-09-16,17:00,원데이클래스로 만나는워라밸 프로젝트,2020-09-16,15:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"세번째,네번째 수요일",052-241-2342,동부도서관(평생교육강좌실1),무료,울산광역시 동구 봉수로 505
249,가족,420690,공공도서관에서 권하는 <9월 추천도서> 목록 배부,2020-09-29,18:00,도서관에서 권하는 도서목록 배부,2020-09-01,09:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,,052-241-2381,"동부도서관(종합실, 어린이실)",무료,울산광역시 동구 봉수로 505
250,아동,420689,고등학생 자원봉사로 영어동화책 읽어주기,2020-09-27,15:30,영어 멘토와 함께하는 신나는 스토리텔링,2020-09-13,14:30,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"두번째,네번째 일",052-241-2362,동부도서관(영유아자료실),무료,울산광역시 동구 봉수로 505
251,아동,420688,사서가 직접 그림책 읽어주기,2020-09-13,11:30,책 읽어주는 사서,2020-09-13,11:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,두번째 일,052-241-2362,동부도서관(영유아자료실),무료,울산광역시 동구 봉수로 505
252,아동,420687,고등학생 자원봉사로 재미있는 그림책 1:1로 읽어주기,2020-09-26,16:00,북멘토~ 책 읽어 주세요,2020-09-12,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"두번째,네번째 토",052-241-2362,동부도서관(영유아자료실),무료,울산광역시 동구 봉수로 505
253,유아,420686,그림책 읽고 음악 놀이 활동,2020-09-26,11:00,다독다독 책놀이터,2020-09-12,10:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,매주 토,052-241-2361,동부도서관(영유아자료실),무료,울산광역시 동구 봉수로 505
254,일반,420685,영화처럼독서회 회원「서칭 포 슈가맨」 관람 후 토론,2020-09-15,12:00,영화처럼 독서회,2020-09-15,10:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,세번째 화,052-241-2384,동부도서관(시청각실),무료,울산광역시 동구 봉수로 505
255,가족,420684,마이 리틀 자이언트,2020-09-13,16:00,세상 어디에도 없는 '원작의 맛'소설원작 영화상영,2020-09-13,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"매주 토,일",052-241-2384,동부도서관(시청각실),무료,울산광역시 동구 봉수로 505
256,가족,420683,펭귄 하이웨이,2020-09-12,16:00,세상 어디에도 없는 '원작의 맛'소설원작 영화상영,2020-09-12,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"매주 토,일",052-241-2384,동부도서관(시청각실),무료,울산광역시 동구 봉수로 505
257,일반,420682,일반 대상 독서토론모임「오만과 편견」을 읽고 독서 토론,2020-09-10,12:00,글사랑독서회,2020-09-10,10:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,두번째 목,052-241-2382,동부도서관(세미나실),무료,울산광역시 동구 봉수로 505
258,아동,420681,초등4~6학년대상 독서회(「우주로 가는 계단」 읽고 독서토론),2020-09-19,16:00,동화마을독서회,2020-09-19,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,세번째 토,052-241-2361,동부도서관 (평생교육강좌실2),무료,울산광역시 동구 봉수로 505
259,가족,420680,알록달록 오색 송편 만들기,2020-09-26,16:00,가족과 함께하는 꼼지락 문화공작소,2020-09-26,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"세번째, 네번째 토요일",052-241-2342,동부도서관 (평생교육강좌실1),무료,울산광역시 동구 봉수로 505
260,일반,420679,"달콤한 유혹, 마카롱 만들기",2020-09-23,17:00,원데이클래스로 만나는워라밸 프로젝트,2020-09-23,15:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"세번째,네번째 수요일",052-241-2342,동부도서관 (평생교육강좌실1),무료,울산광역시 동구 봉수로 505
261,가족,420678,우리 가족 도서관가방 만들기,2020-09-19,16:00,가족과 함께하는 꼼지락 문화공작소,2020-09-19,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"세번째, 네번째 토요일",052-241-2342,동부도서관 (평생교육강좌실1),무료,울산광역시 동구 봉수로 505
262,아동,420677,동화구연 및  손유희활동,2020-09-23,16:30,동화구연,2020-09-23,16:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,마지막 주 수요일,052-241-2362,동부도서관 (영유아자료실),무료,울산광역시 동구 봉수로 505
263,가족,420676,미션 추적놀이를 통한 도서관 체험 및 달빛 책 운동회,2020-09-18,22:00,독서가족캠프 '심야 도서관 탐방대',2020-09-18,19:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,,052-241-2361,동부도서관 (어린이실),무료,울산광역시 동구 봉수로 505
264,가족,420675,나미야 잡화점의 기적,2020-09-27,16:00,세상 어디에도 없는 '원작의 맛'소설원작 영화상영,2020-09-27,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"매주 토,일",052-241-2384,동부도서관 (시청각실),무료,울산광역시 동구 봉수로 505
265,가족,420674,로빈슨 크루소,2020-09-26,16:00,세상 어디에도 없는 '원작의 맛'소설원작 영화상영,2020-09-26,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"매주 토,일",052-241-2384,동부도서관 (시청각실),무료,울산광역시 동구 봉수로 505
266,가족,420673,개를 훔치는 완벽한 방법,2020-09-20,16:00,세상 어디에도 없는 '원작의 맛'소설원작 영화상영,2020-09-20,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"매주 토,일",052-241-2384,동부도서관 (시청각실),무료,울산광역시 동구 봉수로 505
267,가족,420672,시간을 달리는 소녀,2020-09-19,16:00,세상 어디에도 없는 '원작의 맛'소설원작 영화상영,2020-09-19,14:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,"매주 토,일",052-241-2384,동부도서관 (시청각실),무료,울산광역시 동구 봉수로 505
268,가족,420671,창의력과 리더십을 키워주는 참여형 마술공연,2020-09-19,12:00,가족공연 '씩씩이 아저씨의 키즈매직쇼',2020-09-19,11:00,,울산동부도서관,35.5282046580,129.4250753128,울산동부도서관,,052-241-2361,동부도서관 (시청각실),무료,울산광역시 동구 봉수로 505
269,가족,420670,그림 전시(아동학대 예방 관련),2020-09-08,17:00,그리다100가지말상처,2020-09-08,14:00,,동구청,35.5050697141,129.4164300357,동구청,,052-209-3323,동구청 1층 전시관,무료,울산광역시 동구 봉수로 155
270,일반성인,420669,"나를 위로하는 날, 힐링 숲체험",2020-09-26,17:00,도서관 길 위의 인문학,2020-09-26,10:00,,울산남부도서관,35.5359156467,129.2949966443,울산남부도서관,토,052-259-7561,대운산 숲환경 탐방,무료,울산광역시 남구 거마로 13번길 6
271,성인,420668,음악,2020-09-22,21:00,[시립합창] 제115회 정기공연,2020-09-22,19:30,,시립예술단,35.5428968602,129.3270732746,시립예술단,객석띄어앉기,052-275-9623,대공연장,무료,울산광역시 남구 번영로 200(달동)
272,"성인, 아동, 가족",420667,체험,2020-10-04,17:00,2020년 대곡박물관 추석 세시풍속 체험행사,2020-09-30,09:00,,대곡박물관,35.61909805,129.1691902,대곡박물관,,052-229-4781,대곡박물관 관내외,무료,울산광역시 울주군 두동면 서하천전로 257
273,성인,420666,강좌,2020-09-30,17:00,2020년 태화강 유역 역사문화 알기 및 문화가 있는 날 행사,2020-09-30,14:00,,대곡박물관,35.61909805,129.1691902,대곡박물관,매월 마지막 주 수,052-229-4782,대곡박물관 관내외,무료,울산광역시 울주군 두동면 서하천전로 257
274,,420665,체험학습,2020-12-31,12:00,어린이 고고학,2020-05-19,10:30,,대곡박물관,35.61909805,129.1691902,대곡박물관,,052-229-4781,대곡박물관 관내외,무료,울산광역시 울주군 두동면 서하천전로 257
275,,420664,강좌 및 답사,2020-12-30,18:00,2020년 태화강 유역 역사문화 알기 및 문화가 있는 날 행사,2020-05-27,09:00,,대곡박물관,35.61909805,129.1691902,대곡박물관,,052-229-4782,대곡박물관 관내외,무료,울산광역시 울주군 두동면 서하천전로 257
276,"성인, 아동, 가족",420663,전시,2020-10-25,18:00,2020년 대곡박물관 1차 특별전숲과 나무가 알려주는 울산 역사,2020-06-02,9:00,,대곡박물관,35.61909805,129.1691902,대곡박물관,,052-229-4781,대곡박물관 관내,무료,울산광역시 울주군 두동면 서하천전로 257
277,,420662,전시,2020-10-25,18:00,2020년 대곡박물관 1차 특별전숲과 나무가 알려주는 울산광역시 역사,2020-06-02,09:00,,대곡박물관,35.61909805,129.1691902,대곡박물관,,052-229-4781,대곡박물관 관내,무료,울산광역시 울주군 두동면 서하천전로 257
278,누구나,420661,원화 전시 「조랑말과 나」,2019-09-20,18:00,독서의 달 행사,2020-09-01,09:00,,농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,독서의 달 행사,052-241-7440,농소3동도서관 어린이자료실,무료,울산광역시 북구 아진1로 47(천곡동 421-12)
279,누구나,420660,과년호 잡지 나눔 행사,2020-09-26,17:00,독서의 달 행사,2020-09-26,16:00,,농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,독서의 달 행사,052-241-7440,농소3동도서관 로비,무료,울산광역시 북구 아진1로 47(천곡동 421-12)
280,누구나,420659,「책 속 한 구절 소개하기」,2020-09-29,18:00,독서의 달 행사,2020-09-04,09:00,,농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,독서의 달 행사,052-241-7440,농소3동도서관 로비,무료,울산광역시 북구 아진1로 47(천곡동 421-12)
281,초등학생,420658,잠자는 책으로 만들어보는「업사이클링 팝업북」,2020-09-27,16:00,독서의 달 행사,2020-09-27,14:00,,농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,독서의 달 행사,052-241-7440,농소3동도서관 다목적실,무료,울산광역시 북구 아진1로 47(천곡동 421-12)
282,누구나,420657,최동익 여행작가와의 만남「빼빼가족 버스 몰고 세계여행」,2020-09-19,15:30,독서의 달 행사,2020-09-19,14:00,,농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,독서의 달 행사,052-241-7440,농소3동도서관 다목적실,무료,울산광역시 북구 아진1로 47(천곡동 421-12)
283,초등학생,420656,책표지 에코백 만들기「선량한 차별주의자」,2020-09-12,18:00,독서의 달 행사,2020-09-12,16:30,,농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,독서의 달 행사,052-241-7440,농소3동도서관 다목적실,무료,울산광역시 북구 아진1로 47(천곡동 421-12)
284,초등학생,420655,"스트링아트「드림캐처, 좋은 꿈을 선물합니다」",2020-09-09,18:00,독서의 달 행사,2020-09-09,16:30,,농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,독서의 달 행사,052-241-7440,농소3동도서관 다목적실,무료,울산광역시 북구 아진1로 47(천곡동 421-12)
285,초등학생,420654,생각이 자라는 독서교실,2020-09-26,18:30,여름학기 교육문화프로그램,2020-09-05,17:00,"재료비10,000원",농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,매주 토,052-241-7440,농소3동도서관 다목적실,유료,울산광역시 북구 아진1로 47(천곡동 421-12)
286,초등학생,420653,안녕 세계사 여행,2020-09-25,16:50,여름학기 교육문화프로그램,2020-09-04,16:00,"재료비17,500원",농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,매주 금,052-241-7440,농소3동도서관 다목적실,유료,울산광역시 북구 아진1로 47(천곡동 421-12)
287,초등학생,420652,점핑클레이와 토탈공예,2020-09-24,17:20,여름학기 교육문화프로그램,2020-09-03,16:30,"재료비25,000원",농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,매주 목,052-241-7440,농소3동도서관 다목적실,유료,울산광역시 북구 아진1로 47(천곡동 421-12)
288,초등학생,420651,"역사야, 놀자",2020-09-22,17:20,여름학기 교육문화프로그램,2020-09-01,16:30,"재료비14,000원",농소3동도서관,35.6330915883,129.3355818194,농소3동도서관,매주 화,052-241-7440,농소3동도서관 다목적실,유료,울산광역시 북구 아진1로 47(천곡동 421-12)
289,청소년,420650,청소년 북스타트 꾸러미 배부,2020-09-29,18:00,북스타트 책날개 꾸러미 배부,2020-09-01,09:00,,농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,매일,052-241-7430,농소1동도서관자료실,무료,울산광역시 북구 동대 15길 27
290,누구나,420649,교육문화프로그램 「꽃그림 천아트」 수강생 작품 전시,2020-09-29,18:00,옷감의 결 : 「꽃그림 천아트」수강생 작품 전시,2020-09-01,09:00,,농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,매일,052-241-7430,농소1동도서관 자료실,무료,울산광역시 북구 동대 15길 27
291,누구나,420648,"책의 서명, 저자명에 '결'이라는 단어를 찾아 봄",2020-09-22,18:00,특명 책의 결을 찾아라,2020-09-01,09:00,,농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,매일,052-241-7430,농소1동도서관 자료실,무료,울산광역시 북구 동대 15길 27
292,누구나,420647,우리지역에 관련된 퀴즈를 풀어 봄,2020-09-20,18:00,"우리 지역 바로 알기 퀴즈「어서와, 울산 북구는 처음이지?」",2020-09-01,09:00,,농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,매일,052-241-7430,농소1동도서관 자료실,무료,울산광역시 북구 동대 15길 27
