,eventNm,opar,eventCo,eventStartDate,eventEndDate,eventStartTime,eventEndTime,chrgeInfo,mnnst,auspcInstt,phoneNumber,suprtInstt,seatNumber,admfee,entncAge,dscntInfo,atpn,homepageUrl,advantkInfo,prkplceYn,rdnmadr,lnmadr,latitude,longitude,referenceDate,insttCode
2243,떠나요 실크로드路,어린이창작실험실(영유아실),좌충우돌 나만의 실크로드 여행기  실크로드의 3대 간선 초원길과 사막길 그리고 바닷길로 떠나는 여행을 자신만의 탐험기로 새롭게 만들어 보는 이야기 창작 프로그램,2018-02-04,2018-02-25,10:30 - 12:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"20,000원(재료비 포함)",초등1~3학년(10명),null,null,https://www.acc.go.kr/board/schedule/child/806,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2244,[ACC 브런치콘서트]   클론의 강원래가 선사하는 이야기 노래 선물,극장2,장애인의 날을 기념하여 준비한 특별 공연으로 클론 강원래와 함께 하는 선물같은 시간,2018-04-25,2018-04-25,11:00 - 12:30,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"일반석 25,000원 사이드석 10,000원 * 사이드석은 전당 기본 할인 적용 불가",만 7세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/performance/1963,홈페이지 / 콜센터 / 매표소 ※내부 시스템 변경으로 티켓 오픈 일이 4월 3일 10시로 변경되는 점 양해 부탁드립니다.,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2245,목요일의 문화시계 (상반기),라이브러리파크 강의실1(B4),목요일에 열리는 시민 교양 강좌   상반기에는 <4차산업혁명과 문화예술의 뉴 패러다임> 주제 아래 다분야 전문가들의 강의가 진행 됩니다.,2018-04-19,2018-06-21,15:00 - 17:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,50,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/education/2011,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2246,목요일의 문화시계 (상반기),라이브러리파크 강의실1(B4),목요일에 열리는 시민 교양 강좌   상반기에는 <4차산업혁명과 문화예술의 뉴 패러다임> 주제 아래 다분야 전문가들의 강의가 진행 됩니다.,2018-04-19,2018-04-19,15:00 - 17:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/education/1986,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2247,2018 ACC 전문인력 해외인턴쉽 지원사업 1차 모집 공고,지정협력기관 및 자유선정 해외문화예술기관,2018 ACC 전문인력 교육의 국제적 역량 강화를 위한 해외문화예술기관 인턴쉽 파견 사업,2018-04-18,2018-05-04,1,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/education/1996,1,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2248,2018 ACC TEEN 일일직업체험 프로그램   커리어 러너(Career Runner & Learner),라이브러리파크,청소년들을 위한 문화예술 유관 직업체험 프로그램,2018-04-17,2018-07-06,(1차) 10:00 - 11:30 (2차) 15:00 - 16:30,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,150,무료,"청소년 단체 (초등 4-6학년, 중·고등학생)",null,null,https://www.acc.go.kr/board/schedule/education/1961,<a href=''''http://www.ggoomgil.go.kr'''' target=''''_blank''''>꿈길 홈페이지 접수</a>,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2249,제2회 광주화루 <10인의 작가展>,문화창조원 복합6관,제2회 광주화루 공모전에 선정된 10인 작가의 한국화 작품을 한자리에 모아 기획한 전시입니다.,2018-04-11,2018-05-07,"(화-일) 10:00 - 18:00 (수,토) 10:00 - 19:00",null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/exhibition/1988,자유관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2250,안녕 나이팅게일,어린이창작실험실(생활문화실),<여왕과 나이팅게일> 공연과 연계한 예술 체험 프로그램,2018-04-08,2018-04-29,14:00 - 16:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"5,000원",초등 3-6학년,null,null,https://www.acc.go.kr/board/schedule/child/1959,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2251,2018 축제기획자 교육 프로그램 ? 현장실무과정,문화정보원 B2 강의실,신진 축제기획자들이 페스티벌을 기획하기 위한 현장 실무 매뉴얼을 습득할 수 있는 전문인력 교육 프로그램,2018-04-07,2018-05-12,상세 일정 참조,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,2017축제기획자 교육과정 이수자 및 관련분야 경력자,null,null,https://www.acc.go.kr/board/schedule/education/1951,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2252,2018 전시 테크니션 교육 프로그램,문화정보원 및 문화창조원,미디어 테크놀로지에 특화된 전시 테크니션 양성을 위해 마련된 전문인력 교육 프로그램,2018-04-07,2018-09-01,14:00 ? 18:00 (1일 4시간),null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,45,"(기초) 120,000원 (심화) 분반별 80,000원",(기초)전시테크니션을 희망하는 누구나 (심화)기초과정 수료자 또는 전공자/경력자,null,null,https://www.acc.go.kr/board/schedule/education/1927,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2253,[2018 어린이극장 기획대관 선정작]평화의 소리 풍물놀이 한마당,어린이극장,어린이공연개발 활성화와 관람환경의 일상화를 지향하는 어린이극장 상설공연으로 쇼케이스 작품 공모로 선정된 우수 공연프로그램을 제공합니다.,2018-04-07,2018-08-26,상세 일정 참조,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,130,무료,상세 내용 참조,null,null,https://www.acc.go.kr/board/schedule/child/1975,홈페이지 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2254,"[어린이 공연개발 워크숍] 아,글쎄 ~ 진짜?",어린이극장,오싹하고 코믹한 옛날이야기 속으로 떠나는 한여름 밤의 추억,2017-12-17,2017-12-17,18:00 - 18:45,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,만 5세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/child/1859,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2255,2017 Dream Night in ACC,국립아시아문화전당 일대,청년문화기획자와 ACC가 함께하는 연말 문화행사. 청년 기획자 9개 팀의 꿈과 ACC 콘텐츠가 담긴 빛나는 겨울밤 축제 '''' Dream Night in ACC '''',2017-12-22,2017-12-24,(금) 18:00 - 21:00 (토-일) 16:00 - 21:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/event/1888,자율참여,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2256,2017 ACC TEEN : 아트&커리어,문화창조원 복합5관,"2017 ACC TEEN 청소년직업체험 프로그램 결과전시로 웹툰작가, 무대디자이너, 무대의상디자이너 3개 과정을 수료한 청소년들의 작품 전시",2017-12-22,2017-12-31,"10:00 - 18:00 (수,토) 10:00 - 19:00 ※12월26일 휴관",null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/exhibition/1891,자유관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2257,<어린이극장 크리스마스 공연>    Song From the snow,어린이극장,"2017년 크리스마스 기념, 어린이극장에서 펼쳐지는 환상적인 크리스마스 음악회",2017-12-22,2017-12-23,금 19:30 토 15:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"전석 10,000원",만 4세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/child/1886,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2258,SeMA 순회전-국립아시아문화전당 어린이문화원  《율동 : 규칙과 운동감》,어린이문화원 일대,"사람에 율동을 더한다면? 공간에 율동을 더한다면? 또는 율동의 원리를 확장한다면?'''', 이런 상상으로부터 시작한 어린이 전시",2017-12-22,2018-03-18,"10:00 - 18:00 (수, 토)10:00 -19:00 ※월요일 휴관",null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"무료 (※ 일부 전시작품은 어린이체험관 입장권 구매 후 관람 가능) ※어린이체험관 입장료 만3세이상 14세미만 : 5,000원 만14세이상 : 3,000원",모든 연령,null,null,https://www.acc.go.kr/board/schedule/child/1892,홈페이지 / 매표소 (어린이체험관 입장권 구매),Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2259,[어린이 공연개발 워크숍] 시르릉비쭉할라뿡,어린이극장,아버지의 호통으로 길을 떠나는 중 신기하게 우는 새를 만나는 활꾼의 기상천외한 이야기,2017-12-17,2017-12-17,15:00 - 15:40,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,만 6세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/child/1858,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2260,독일 베를린 챔버 오케스트라,예술극장 극장1,베를린을 중심으로 전 세계적 명성을 키워온 독일 베를린 챔버 오케스트라의 세 번째 내한공연,2018-03-25,2018-03-25,17:00 - 18:40,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"R석 70,000원 S석 50,000원 A석 20,000원",만 7세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/performance/1922,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2261,매터리얼 MatteReal,문화창조원 복합2관,"물질을 통한 물질의 세계(World of Matter though Matter)''''를 주제로 하는 워크숍, 강연, 토크, 콘서트 등의 국제 심포지엄",2018-03-24,2018-03-24,13:00 - 19:10,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,40,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/event/1953,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2262,출래출래 몸놀이,어린이창작실험실(생활문화실),신체 활동을 통해 새로운 에너지를 발산하고 가족들과 함께 몸으로 소통해보는 주말 가족 프로그램,2018-03-11,2018-05-13,14:00 - 16:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,16,"10,000원(재료비 포함)",초등 (1-6학년) 어린이 동반가족,null,null,https://www.acc.go.kr/board/schedule/child/1925,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2263,"아장아장, 나비의 여행",어린이창작실험실(생활문화실),자연의 탄생과 성장을 통해 ''''겉모습은 서로 다르지만 우리는 하나''''라는 문화다양성의 가치를 탐색하는 영아프로그램,2018-03-09,2018-05-25,14:00 - 15:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"5,000원(재료비 포함)","유아 동반 가족   ※ 가족당 24-48개월 유아 1명, 성인 1명",null,null,https://www.acc.go.kr/board/schedule/child/1921,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2264,파킹찬스 PARKing CHANce 2010-2018,문화창조원 복합5관,영화감독 박찬욱과 현대미술 작가 박찬경 형제가 ‘파킹찬스’라는 공동 프로젝트 이름으로 제작한 지난 8년간의 작품을 조망하는 첫 전시,2018-03-09,2018-07-08,"(화-일)10:00 - 18:00 (수,토) 10:00-19:00",null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"통합관람권 3,000원 ~ 5,000원",모든 연령,null,null,https://www.acc.go.kr/board/schedule/exhibition/1933,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2265,베트남에서 베를린까지 FROM VIETNAM TO BERLIN,문화창조원 복합3관 및 복합4관,베트남전이 확대되던 60년대 초부터 베를린 장벽이 무너진 80년대 말까지 전세계 정치사회적 격변의 시대에 응답한 회화 170여 점 전시,2018-03-08,2018-07-08,"(화-일)10:00 - 18:00 (수,토)10:00 -19:00",null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"통합관람권 3,000원 ~ 5,000원",모든 연령,null,null,https://www.acc.go.kr/board/schedule/exhibition/1934,홈페이지 / 매표소 / 콜센터,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2266,주머니 쏘옥 아시아,어린이창작실험실(생활문화실),아시아의 다양한 문화를 놀이와 창작활동으로 이해하는 문화다양성 프로그램,2018-03-04,2018-04-29,10:30 - 12:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"5,000원(재료비 포함)",초등 1-3학년,null,null,https://www.acc.go.kr/board/schedule/child/1917,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2267,감각과 지식 사이 Otherly Space/Knowledge,문화창조원,"류이치 사카모토, 다이토 마나베 등 세계적인 미디어아티스트 15명의 작품을 통해 기술 진화 시대에 사적 공간과 공적 공간, 그리고 감각과 지식 사이에 존재하는 또 다른 공간을 탐색하는 전시. 인공지능, VR, 전자파 시스템 등 첨단 테크놀로지를 사용하는 미디어아트를 만나보는 기회.",2018-03-02,2018-03-25,"(화-일)10:00 - 18:00 (수,토)10:00 - 19:00",null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"통합관람권 3,000원 ~ 5,000원",모든 연령,null,null,https://www.acc.go.kr/board/schedule/exhibition/1914,홈페이지 / 매표소 / 콜센터,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2268,[ACC 브런치콘서트] 첫 번째 스테이지    문화심리학 박사 김정운의 슈베르트 겨울 나그네,극장2,시대를 읽는 유쾌한 문화심리학자 김정운 교수가 들려주는 슈베르트의 연가곡 ''''겨울 나그네'''',2018-02-28,2018-02-28,11:00 - 12:30,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"일반석 25,000원 사이드석 10,000원 * 사이드석은 전당 기본 할인 적용 불가",만 7세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/performance/1905,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2269,씨네 뷰잉룸 : 이란의 풍경과 시선,라이브러리파크 블랙박스,"필름앤비디오 아카이브의 비도서자료들을 소개하는 프로그램으로, 이번 시즌은 이란의 주요 감독들의 작품들을 소개한다.",2018-02-27,2018-04-29,15:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,작품 별 관람연령 확인,null,null,https://www.acc.go.kr/board/schedule/event/1952,자유관람 ※15:20 이후 입장불가,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2270,수상한 예술,어린이창작실험실(표현활동실),매달 새로운 예술가를 만나 그들의 기발한 아이디어와 재미난 표현기법을 경험하고 다양한 창작활동을 해볼 수 있는 프로그램,2018-02-25,2018-02-25,14:00 - 16:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"10,000원(재료비 포함)",초등 1-6학년,null,null,https://www.acc.go.kr/board/schedule/child/1915,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2271,[어린이 공연개발 워크숍]  황금빛 언덕의 모험,어린이극장,황금빛 언덕에 갇힌 소리 친구들을 구하기 위한 모험가들의 여정,2017-12-17,2017-12-17,11:00 - 11:45,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,만 5세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/child/1857,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2272,각양각색 건축놀이터,어린이창작실험실(생활문화실),아시아 여러나라의 집을 주제로 흥미로운 놀이와 창작활동을 통해 다양한 문화를 탐구하고 문화다양성 역량을 높이는 프로그램,2018-02-03,2018-04-28,11:00 - 12:30,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"60,000원(재료비 포함)",초등 1-2학년,null,null,https://www.acc.go.kr/board/schedule/child/1902,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2273,어린이 예술실험실,어린이창작실험실(표현활동실),"사물을 새롭게 보고, 과학기술의 원리와 예술적 상상력을 결합해 재창조하는 과정을 경험하는 실험적 예술창작 프로그램",2018-02-03,2018-04-28,14:00 - 16:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"60,000원(재료비 포함)",초등 5-6학년,null,null,https://www.acc.go.kr/board/schedule/child/1901,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2274,2018 ACC브런치콘서트 연간 패키지 티켓 판매,극장2,한 달에 한 번 마지막 주 수요일 공연과 토크로 찾아오는 ACC브런치콘서트,2018-02-01,2018-02-18,11:00 - 12:30,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"패키지티켓 200,000원",만 7세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/performance/1904,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2275,수상한 예술,어린이창작실험실(생활문화실),매달 새로운 예술가를 만나 그들의 기발한 아이디어와 재미난 표현기법을 경험하고 다양한 창작활동을 해볼 수 있는 프로그램,2018-01-28,2018-01-28,14:00 - 16:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"10,000원(재료비 포함)",초등 1-6학년,null,null,https://www.acc.go.kr/board/schedule/child/1900,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2276,책 나와라 뚝딱,어린이창작실험실(영유아실),1월부터 6월까지 매월 선정된 작가와 함께 하는 도서연계창작프로그램,2018-01-20,2018-06-23,15:00 - 17:00,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"10,000원",8 - 11세,null,null,https://www.acc.go.kr/board/schedule/child/1894,홈페이지 / 현장접수,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2277,영화 댄싱 베토벤 시사회,문화정보원 B3 극장3,겨울방학 특별프로그램으로 문화예술 영화 시사회 및  씨네 토크 개최,2018-01-11,2018-01-11,14:00 - 16:30,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/education/1893,홈페이지 / 현장접수,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2278,겨울방학 교육프로그램,어린이창작실험실,겨울방학을 맞아 유아 및 초등학생을 대상으로 진행되는 특별체험 프로그램,2018-01-09,2018-01-27,상세 내용 참조,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"5,000원",6 - 11세,null,null,https://www.acc.go.kr/board/schedule/child/1890,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2279,"놀러와, 이야기 숲으로",어린이도서관,아시아 스토리텔러 김서연 선생님과 함께 하는 소규모 북 데이트,2018-01-01,2018-06-30,15:00 - 16:00,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,제한없음,null,null,https://www.acc.go.kr/board/schedule/child/1889,현장접수,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2280,2017 국립아시아문화전당 제야음악회,예술극장 극장1,"2017 국립아시아문화전당 예술 극장의 주요 공연을 되돌아보고, 오페라 <마술피리> 아리아, 헨델의 오라토리오 ‘메시아’ 등 광주시립교향악단과 합창단이 함께 하는 음악회",2017-12-31,2017-12-31,19:30 - 21:30,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"R석 30,000원  S석 20,000원 A석 10,000원",만 7세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/performance/1848,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2281,뮤지컬 갈라 콘서트 ''''배해선의 겨울 이야기'''',극장2,"국내 최정상 뮤지컬 배우, 배해선이 들려주는 주옥같은 뮤지컬 넘버와 여배우로서 삶의 이야기가 어우러지는 무대",2017-12-27,2017-12-27,11:00 - 12:30,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"전석 20,000원",만 7세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/performance/1805,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2282,영화더빙쇼 <자유결혼>,극장2,"크리스마스를 맞아 영화 ‘자유결혼’을 공연화 시킨 영화더빙쇼<자유결혼>은 해방 이후의 결혼에 대한 여성의 가치관을 희극적으로 표현한 작품. 배우의 연기, 전문 악사의 연주, 실제 음향효과를 활용한 공연",2017-12-25,2017-12-25,15:00 - 16:30,null,유료,아시아문화원,국립아시아문화전당,1899-5566,null,null,"전석 20,000원",만 7세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/performance/1847,홈페이지 / 콜센터 / 매표소,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2283,유승범과 친구들,함양문화예술회관,토크쇼,2019-05-31,2019-05-31,19:00~21:00,null,유료,함양군,함양문화예술회관,055-960-5531,null,486,"1층 8,000원+ 2층 6,000원",5세 이상,null,null,http://www.hygn.go.kr/art.web,null,Y,경상남도 함양군 함양읍 필봉산길 55,null,35.52469402,127.7222697,2019-09-26,5460000
2284,5월 천원의 행복음악회,함양문화예술회관,음악회,2019-05-29,2019-05-29,19:30~20:30,null,유료,명오페라단,함양문화예술회관,055-960-5531,null,486,"1,000원",5세 이상,null,null,http://www.hygn.go.kr/art.web,null,Y,경상남도 함양군 함양읍 필봉산길 55,null,35.52469402,127.7222697,2019-09-26,5460000
2285,4인4색전,함양문화예술회관,전시회,2019-05-23,2019-05-29,09:00~18:00,null,무료,함양군,함양문화예술회관,055-960-5531,null,null,무료,5세이상,null,null,http://www.hygn.go.kr/art.web,null,Y,경상남도 함양군 함양읍 필봉산길 55,null,35.52469402,127.7222697,2019-09-26,5460000
2286,명인 김덕수 명창 안숙선 공감콘서트,함양문화예술회관,콘서트,2019-05-17,2019-05-17,19:00~21:00,null,유료,함양군,함양문화예술회관,055-960-5531,null,100,"1층 15,000원+2층 12,000원",8세 이상,null,null,http://www.hygn.go.kr/art.web,null,Y,경상남도 함양군 함양읍 필봉산길 55,null,35.52469402,127.7222697,2019-09-26,5460000
2287,이준일 작가 초대전,함양문화예술회관,전시회,2019-05-08,2019-05-21,09:00~18:00,null,무료,함양군,함양문화예술회관,055-960-5531,null,null,무료,5세이상,null,null,http://www.hygn.go.kr/art.web,null,Y,경상남도 함양군 함양읍 필봉산길 55,null,35.52469402,127.7222697,2019-09-26,5460000
2288,2019 서울인터내셔널 뷰티콘테스트,장충체육관 주체육관,미용경진대회,2019-04-07,2019-04-07,10:00,null,무료,한국뷰티산업진흥원,한국뷰티산업진흥원,null,null,null,null,null,null,null,null,null,null,서울특별시 중구 동호로 241 장충체육관,null,37.5586394894,127.0066775130,2019-05-30,B553774
2289,[어린이 공연개발 워크숍] 네트워킹 라운지,어린이극장 외,어린이 공연예술 접근성을 높이고 어린이가 능동적으로 참여할 수 있는 다채로운 어린이 공연의 활성화를 위한 ACC 어린이공연개발워크숍,2017-12-16,2017-12-17,상세 일정 참조,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,모든 연령,null,null,https://www.acc.go.kr/board/schedule/child/1885,홈페이지 / 현장신청,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2290,ACC 젊은 공연예술 창작자 인큐베이팅 SHOWCASE,예술극장 극장1,"공연예술 창작자들의 창작, 연구, 교류 지원 프로젝트. 3개월간 실험적이고 도전적인 작업을 개발하여, 12월 국립아시아문화전당 극장1과 아틀리에에서 쇼케이스로 선보이는 기회",2017-12-16,2017-12-20,"(토,일) 16:00 (수) 19:30",null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료(비지정석),만 12세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/performance/1804,홈페이지 ※ 1인당 2매까지 예매가능,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2291,[어린이 공연개발 워크숍] 생각을 모으는 사람,어린이문화원 매표소 앞 로비,"하루에도 수만 가지 떠오르는 생각들, 불현듯 찾아온 ‘생각을 모으는 사람’",2017-12-16,2017-12-16,16:00 - 16:50,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,유아 - 초등 저학년,null,null,https://www.acc.go.kr/board/schedule/child/1855,자유관람,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
2292,[어린이 공연개발 워크숍] 이야기배달부 동개비,어린이극장,애니메이션 ''''이야기배달부 동개비''''의 재탄생 음악극으로 만나보는 지역설화 동개비 이야기,2017-12-16,2017-12-16,11:00 - 11:40,null,무료,아시아문화원,국립아시아문화전당,1899-5566,null,null,무료,만 4세 이상 입장 가능,null,null,https://www.acc.go.kr/board/schedule/child/1853,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558
