addr,clCd,clCdNm,drTotCnt,estbDd,gdrCnt,hospUrl,intnCnt,postNo,resdntCnt,sdrCnt,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
"울산광역시 북구 염포로 601 2층 (양정동, 현대자동차회관)",31,의원,1,19970423,0,,0,44260,0,1,260004,울산북구,260000,울산,052-288-0075,129.3882520,35.5382049,한소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 중구 번영로 582 6층 (남외동),31,의원,1,20081013,0,,0,44495,0,1,260003,울산중구,260000,울산,052-221-7575,129.3456223,35.5686645,한솔마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz
울산광역시 동구 방어진순환도로 1138 소망메디컬 (서부동),31,의원,2,20160226,0,,0,44010,0,2,260002,울산동구,260000,울산,052-247-7500,129.4241745,35.5399623,한솔연합내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQyIyQxIyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz
울산광역시 동구 대학길 77 (화정동),31,의원,2,20030102,0,,0,44070,0,2,260002,울산동구,260000,울산,052-232-1400,129.4220940,35.4987767,한솔정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz
울산광역시 북구 호계로 277 (호계동),31,의원,1,20150803,0,,0,44228,0,1,260004,울산북구,260000,울산,052-293-5588,129.3506929,35.6280626,한양마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDAjJDgz
"울산광역시 중구 번영로 574 (남외동, 동천빌딩(3층))",31,의원,1,20080311,0,,0,44495,0,1,260003,울산중구,260000,울산,052-286-5475,129.3448300,35.5684192,한양재활의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz
울산광역시 중구 새즈믄해거리 6 (성남동),31,의원,1,19870307,0,,0,44529,0,1,260003,울산중구,260000,울산,052-244-9649,129.3204503,35.5553550,한양정신과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz
울산광역시 북구 염포로 673 (염포동),31,의원,1,20070829,1,,0,44260,0,0,260004,울산북구,260000,울산,052-289-7046,129.3914099,35.5325703,함께하는의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz
"울산광역시 북구 명촌로 85 301동 206호 (명촌동, 평창리비에르2차상가)",31,의원,1,20160905,0,,0,44256,0,1,260004,울산북구,260000,울산,052-283-2299,129.3550916,35.5532943,행복한내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz
울산광역시 남구 대학로 136 (무거동),31,의원,1,20020412,0,,0,44611,0,1,260001,울산남구,260000,울산,052-222-0007,129.2620076,35.5465859,행복한비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz
울산광역시 남구 중앙로 278-1 (신정동),31,의원,1,19831203,0,,0,44679,0,1,260001,울산남구,260000,울산,052-274-7002,129.3103956,35.5456414,허동은산부인과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz
울산광역시 남구 삼산로 273 삼산타워 12층 1201호 (삼산동),31,의원,2,20191011,0,,0,44705,0,2,260001,울산남구,260000,울산,052-256-0008,129.3367805,35.5395317,허인정 산부인과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
"울산광역시 중구 화진길 13-2 5,6층 (태화동, 리버스위트상가)",31,의원,1,20100304,0,,0,44452,0,1,260003,울산중구,260000,울산,052-248-0875,129.3086250,35.5549833,현내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz
"울산광역시 동구 동해안로 43 1층 (동부동, 함계빌딩)",31,의원,1,19990601,0,,0,44006,0,1,260002,울산동구,260000,울산,052-236-5888,129.4279630,35.5423863,현대가정의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz
울산광역시 동구 방어진순환도로 100 (방어동),31,의원,1,19900613,1,,0,44113,0,0,260002,울산동구,260000,울산,052-250-3671,129.3986744,35.5054706,현대미포조선부속의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQyIyQxIyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz
"울산광역시 남구 대학로147번길 41-42 2층 (무거동, 경남은행 무거동지점)",31,의원,1,20150811,1,,0,44601,0,0,260001,울산남구,260000,울산,052-223-5130,129.2587451,35.5520437,현대연합의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 북구 상방로 106 2층 (연암동),31,의원,1,20151228,1,,0,44242,0,0,260004,울산북구,260000,울산,052-291-9800,129.3657343,35.5876942,현대연합의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 남구 삼산로 117 (달동),31,의원,1,19850430,0,,0,44693,0,1,260001,울산남구,260000,울산,052-258-5536,129.3203181,35.5358438,현대영상의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 동구 방어진순환도로 927-1 (서부동),31,의원,1,19950816,0,,0,44030,0,1,260002,울산동구,260000,울산,052-252-6595,129.4325975,35.5239429,현대이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz
"울산광역시 북구 염포로 700 (양정동, 현대자동차)",31,의원,7,19890812,1,,0,44259,0,6,260004,울산북구,260000,울산,052-215-4846,129.3857107,35.5370029,현대자동차(주)부속의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 동구 방어진순환도로 482 (방어동),31,의원,1,20030630,0,,0,44096,0,1,260002,울산동구,260000,울산,052-234-6119,129.4201910,35.4871710,현대정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz
울산광역시 동구 방어진순환도로 1000 (전하동),31,의원,3,19910104,0,,0,44032,0,3,260002,울산동구,260000,울산,052-230-5391,129.4357327,35.5283932,현대중공업(주)부속의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz
울산광역시 동구 방어진순환도로 400 (방어동),31,의원,0,20131014,0,,0,44114,0,0,260002,울산동구,260000,울산,,129.4085319,35.4764025,현대중공업(주)해양부속의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 동구 방어진순환도로 937 (서부동),31,의원,1,20151019,0,,0,44030,0,1,260002,울산동구,260000,울산,052-235-7575,129.4328069,35.5247978,현대편안내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz
울산광역시 북구 호계로 298 3층 (호계동),31,의원,1,20090424,0,,0,44227,0,1,260004,울산북구,260000,울산,052-292-8277,129.3513564,35.6297820,호계명안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz
울산광역시 북구 호계로 324 (신천동),31,의원,1,20000907,0,,0,44224,0,1,260004,울산북구,260000,울산,052-286-0106,129.3509454,35.6321252,호계연세안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz
울산광역시 북구 호계로 326 (신천동),31,의원,2,20010830,0,,0,44224,0,2,260004,울산북구,260000,울산,052-286-7585,129.3509611,35.6323918,호계연합내과진단방사선과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz
울산광역시 남구 문수로 346 (옥동),31,의원,1,19920417,0,,0,44662,0,1,260001,울산남구,260000,울산,052-265-7629,129.2912218,35.5346596,홍내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQyIyQ5IyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz
"울산광역시 남구 삼산로 15 5층 (신정동, 세안빌딩)",31,의원,1,20010914,0,,0,44678,0,1,260001,울산남구,260000,울산,052-272-0069,129.3095358,35.5330677,홍승범정신건강의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz
"울산광역시 북구 신답로 35 7,8층 (상안동, 하이크리닉)",31,의원,1,20070302,0,,0,44209,0,1,260004,울산북구,260000,울산,052-285-1100,129.3444262,35.6287849,홍정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQyIyQ1IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 북구 화산6길 8 S 타워 3층 (화봉동),31,의원,1,20110314,0,,0,44236,0,1,260004,울산북구,260000,울산,052-281-0756,129.3668511,35.5969505,홍찬의소아청소년과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 동구 전하로 2 (전하동),31,의원,1,19860403,0,,0,44034,0,1,260002,울산동구,260000,울산,052-233-3802,129.4305279,35.5123731,홍피부과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz
울산광역시 북구 화봉로 75 (화봉동),31,의원,1,20010312,0,http://,0,44241,0,1,260004,울산북구,260000,울산,052-289-1119,129.3673296,35.5886182,화봉정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz
"울산광역시 남구 삼산로 100 3,5,6,7층 (달동)",31,의원,1,20170327,0,,0,44722,0,1,260001,울산남구,260000,울산,052-716-1192,129.3357423,35.5385273,화사한외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz
울산광역시 남구 삼산로267번길 6-16 (삼산동),31,의원,1,20081104,0,http://www.whitedew.kr/,0,44705,0,1,260001,울산남구,260000,울산,052-225-8275,129.3371095,35.5397981,화이트듀의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNjEjJDEjJDAjJDgz
울산광역시 남구 삼산로 273 삼산타워 402호 (삼산동),31,의원,2,20200219,0,,0,44705,0,2,260001,울산남구,260000,울산,052-707-9131,129.3367805,35.5395317,화인마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz
울산광역시 동구 월봉로 14 (화정동),31,의원,1,20010302,0,,0,44079,0,1,260002,울산동구,260000,울산,052-251-9944,129.4201815,35.4952296,화정현대의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz
울산광역시 동구 방어진순환도로 769 (전하동),31,의원,2,19910322,0,,0,44043,0,2,260002,울산동구,260000,울산,052-252-7575,129.4301980,35.5104105,황기호정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz
울산광역시 중구 화합로 358 (반구동),31,의원,1,19901124,0,,0,44500,0,1,260003,울산중구,260000,울산,052-294-4890,129.3418775,35.5578779,황두환내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz
울산광역시 울주군 범서읍 천상길 17 1층,31,의원,1,20160518,0,,0,44931,0,1,260100,울산울주군,260000,울산,052-248-7760,129.2298901,35.5617329,황만근내과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz
"울산광역시 남구 삼산로 275 7층 (삼산동, 킴스빌딩)",31,의원,1,20010120,0,,0,44705,0,1,260001,울산남구,260000,울산,052-257-9275,129.3371820,35.5396038,황인태영상의학과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz
울산광역시 남구 삼산로 173 (달동),41,치과병원,7,20090706,6,,0,44695,0,1,260001,울산남구,260000,울산,052-270-2800,129.3261163,35.5374168,CK치과병원,JDQ4MTYyMiM4MSMkMSMkNCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 동구 방어진순환도로 625 (일산동),41,치과병원,2,20060918,2,,0,44068,0,0,260002,울산동구,260000,울산,052-252-8200,129.4275272,35.4977067,씨케이치과병원,JDQ4MTYyMiM4MSMkMSMkNCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz
"울산광역시 북구 매산4로 17 지상2,3층 (신천동)",41,치과병원,4,20191101,1,,0,44224,0,3,260004,울산북구,260000,울산,052-221-2875,129.3545752,35.6351118,큰치과병원,JDQ4MTYyMiM4MSMkMSMkNCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz
"울산광역시 남구 문수로 368 7,8층 (옥동)",41,치과병원,4,20120327,1,http://www.athanvit.co.kr,0,44662,0,3,260001,울산남구,260000,울산,707-2875,129.2935784,35.5342805,한빛치과병원,JDQ4MTYyMiM4MSMkMSMkNCMkNjIkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz
울산광역시 북구 호계로 283 (호계동),51,치과의원,2,19971229,2,,0,44228,0,0,260004,울산북구,260000,울산,052-282-7582,129.3506499,35.6284628,21세기좋은치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz
울산광역시 남구 삼산로 136 3층 (달동),51,치과의원,1,20130123,1,,0,44725,0,0,260001,울산남구,260000,울산,052-227-7528,129.3223178,35.5357847,SM치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNzEjJDEjJDgjJDgz
울산광역시 남구 삼산로 281 5층 (삼산동),51,치과의원,1,20020316,1,,0,44705,0,0,260001,울산남구,260000,울산,052-258-2235,129.3376525,35.5396876,e-(이)편한치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz
울산광역시 남구 삼산로108번길 4 2~4층 (달동),51,치과의원,1,20090108,1,http://www.im-plant.com,0,44722,0,0,260001,울산남구,260000,울산,052-267-5882,129.3192723,35.5348188,e-플랜트치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 울주군 온양읍 대운길 27 2층,51,치과의원,1,20160511,0,,0,44973,0,1,260100,울산울주군,260000,울산,052-239-7575,129.2806948,35.4129353,e열린치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 울주군 온산읍 덕남로 5 2층,51,치과의원,1,20190225,1,,0,45006,0,0,260100,울산울주군,260000,울산,052-237-2208,129.3117765,35.4333878,e튼튼치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 남구 삼산로 272 11층 (삼산동),51,치과의원,1,20030602,1,,0,44719,0,0,260001,울산남구,260000,울산,052-247-7996,129.3368838,35.5388969,e푸른치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz
"울산광역시 북구 호계로 292 4층 (호계동, 가우정치과의원)",51,치과의원,1,19960410,1,,0,44227,0,0,260004,울산북구,260000,울산,052-295-9440,129.3512801,35.6292198,가우정치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 남구 삼산로267번길 6-15 3층 (삼산동),51,치과의원,1,20150306,0,,0,44705,0,1,260001,울산남구,260000,울산,052-913-2275,129.3370222,35.5400863,가이드치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz
울산광역시 남구 굴화4길 31 (무거동),51,치과의원,1,20040116,1,,0,44632,0,0,260001,울산남구,260000,울산,052-247-7528,129.2639055,35.5520032,강경남치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 남구 대학로 141 4층 (무거동),51,치과의원,1,20061204,1,,0,44606,0,0,260001,울산남구,260000,울산,052-223-2875,129.2617451,35.5473566,강남웰치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz
울산광역시 울주군 언양읍 헌양길 84 3층,51,치과의원,1,20030623,1,,0,44942,0,0,260100,울산울주군,260000,울산,052-262-2889,129.1223146,35.5651258,강남치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz
"울산광역시 북구 산하중앙2로 290 402호 (산하동, 아이스퀘어)",51,치과의원,1,19980603,1,,0,44264,0,0,260004,울산북구,260000,울산,052-298-2804,129.4389812,35.6358859,강동치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz
울산광역시 남구 문수로 390 2층 (옥동),51,치과의원,1,20000524,0,,0,44664,0,1,260001,울산남구,260000,울산,052-276-7533,129.2960487,35.5338508,강앤이치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz
"울산광역시 남구 문수로 406 3층 (신정동, 농협중앙회울주군지부)",51,치과의원,1,20170705,0,,0,44664,0,1,260001,울산남구,260000,울산,052-267-2275,129.2976755,35.5335398,건강한 치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNzEjJDEjJDgjJDgz
울산광역시 남구 신정로 31 2층 (달동),51,치과의원,1,20060706,1,,0,44722,0,0,260001,울산남구,260000,울산,052-227-6990,129.3221759,35.5346353,건민치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz
울산광역시 남구 삼산로 272 8층 (삼산동),51,치과의원,1,20171227,0,,0,44719,0,1,260001,울산남구,260000,울산,052-707-2882,129.3368838,35.5388969,경희자연치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzExIyQxIyQzIyQxMyQzNjE0ODEjNDEjJDEjJDQjJDgz
울산광역시 동구 대학길 40-1 (화정동),51,치과의원,1,20040203,1,,0,44074,0,0,260002,울산동구,260000,울산,052-251-7528,129.4202987,35.4983890,고운미소치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz
울산광역시 북구 화봉로 75 4층 (화봉동),51,치과의원,1,20120618,1,,0,44241,0,0,260004,울산북구,260000,울산,052-289-2820,129.3673296,35.5886182,고운치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz
울산광역시 남구 두왕로154번길 29 2층 (선암동),51,치과의원,1,20060320,1,,0,44774,0,0,260001,울산남구,260000,울산,052-261-2804,129.3103036,35.5144578,고은치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz
울산광역시 남구 수암로 117 (신정동),51,치과의원,1,19901114,1,,0,44739,0,0,260001,울산남구,260000,울산,052-267-2804,129.3203004,35.5285131,곽명호치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz
울산광역시 북구 호계로 298 (호계동),51,치과의원,1,19940119,1,,0,44227,0,0,260004,울산북구,260000,울산,052-298-9361,129.3513564,35.6297820,곽치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz
울산광역시 울주군 범서읍 구영로 104 2층,51,치과의원,1,20080819,0,,0,44923,0,1,260100,울산울주군,260000,울산,052-212-2875,129.2416626,35.5732171,구영연세뷰치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 동구 전하로 2 2층 (전하동),51,치과의원,1,19890410,1,,0,44034,0,0,260002,울산동구,260000,울산,052-232-3519,129.4305279,35.5123731,구치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz
울산광역시 남구 대학로 159 2층 (무거동),51,치과의원,1,20011022,1,,0,44602,0,0,260001,울산남구,260000,울산,052-222-2875,129.2625511,35.5488814,굿모닝문수치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz
"울산광역시 남구 삼산로 110 4층 (달동, 굿모닝병원)",51,치과의원,1,20060918,1,,0,44722,0,0,260001,울산남구,260000,울산,052-275-7529,129.3197750,35.5350000,굿모닝미치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz
울산광역시 동구 진성14길 128 (전하동),51,치과의원,1,20100729,1,,0,44043,0,0,260002,울산동구,260000,울산,052-236-4875,129.4263185,35.5114840,굿모닝치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz
"울산광역시 남구 문수로 339 4층 (옥동, 정암빌딩)",51,치과의원,1,20061106,1,,0,44646,0,0,260001,울산남구,260000,울산,052-260-2928,129.2906764,35.5354376,굿타임치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz
울산광역시 북구 호계로 345 한주빌딩 3층 (신천동),51,치과의원,1,20030227,1,,0,44221,0,0,260004,울산북구,260000,울산,052-286-0757,129.3488599,35.6335266,그린플란트치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNjEjJDEjJDQjJDgz
"울산광역시 북구 가재길 82 (천곡동, 리더스빌딩)",51,치과의원,1,20101115,1,,0,44205,0,0,260004,울산북구,260000,울산,052-285-2835,129.3326281,35.6335074,금세치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 동구 방어진순환도로 909 (서부동),51,치과의원,2,19790202,2,,0,44031,0,0,260002,울산동구,260000,울산,052-251-3700,129.4324462,35.5223410,기독치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 남구 수암로 115 (신정동),51,치과의원,1,19950428,1,,0,44739,0,0,260001,울산남구,260000,울산,052-269-7805,129.3200898,35.5286368,김병재치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz
울산광역시 남구 수암로 118-3 (신정동),51,치과의원,1,19950516,1,,0,44749,0,0,260001,울산남구,260000,울산,052-272-9348,129.3198601,35.5279332,김병철치과의원,JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz
